PT 등장횟수,관련명사,PT 등장횟수,관련서술어,PT 등장횟수,관련명사,PT 등장횟수,관련서술어,검도 등장횟수,관련명사,검도 등장횟수,관련서술어,기구필라테스 등장횟수,관련명사,기구필라테스 등장횟수,관련서술어,다빈치바디보드 등장횟수,관련명사,다빈치바디보드 등장횟수,관련서술어,드럼스틱 등장횟수,관련명사,드럼스틱 등장횟수,관련서술어,등산 등장횟수,관련명사,등산 등장횟수,관련서술어,라틴댄스 등장횟수,관련명사,라틴댄스 등장횟수,관련서술어,매트필라테스 등장횟수,관련명사,매트필라테스 등장횟수,관련서술어,뮤직복싱 등장횟수,관련명사,뮤직복싱 등장횟수,관련서술어,바차타 등장횟수,관련명사,바차타 등장횟수,관련서술어,발레 등장횟수,관련명사,발레 등장횟수,관련서술어,발레핏 등장횟수,관련명사,발레핏 등장횟수,관련서술어,방송댄스 등장횟수,관련명사,방송댄스 등장횟수,관련서술어,번지댄스 등장횟수,관련명사,번지댄스 등장횟수,관련서술어,번지요가 등장횟수,관련명사,번지요가 등장횟수,관련서술어,번지피트니스 등장횟수,관련명사,번지피트니스 등장횟수,관련서술어,복싱 등장횟수,관련명사,복싱 등장횟수,관련서술어,볼링 등장횟수,관련명사,볼링 등장횟수,관련서술어,빈야사 등장횟수,관련명사,빈야사 등장횟수,관련서술어,사이클 등장횟수,관련명사,사이클 등장횟수,관련서술어,살사 등장횟수,관련명사,살사 등장횟수,관련서술어,서핑 등장횟수,관련명사,서핑 등장횟수,관련서술어,소도구필라테스 등장횟수,관련명사,소도구필라테스 등장횟수,관련서술어,수상스키 등장횟수,관련명사,수상스키 등장횟수,관련서술어,수영 등장횟수,관련명사,수영 등장횟수,관련서술어,스피닝 등장횟수,관련명사,스피닝 등장횟수,관련서술어,아쉬탕가 등장횟수,관련명사,아쉬탕가 등장횟수,관련서술어,아쿠아로빅 등장횟수,관련명사,아쿠아로빅 등장횟수,관련서술어,아쿠아바이크 등장횟수,관련명사,아쿠아바이크 등장횟수,관련서술어,아쿠아테크 등장횟수,관련명사,아쿠아테크 등장횟수,관련서술어,암벽등반 등장횟수,관련명사,암벽등반 등장횟수,관련서술어,에어로빅 등장횟수,관련명사,에어로빅 등장횟수,관련서술어,에이리얼후프 등장횟수,관련명사,에이리얼후프 등장횟수,관련서술어,요가 등장횟수,관련명사,요가 등장횟수,관련서술어,요가쿠아 등장횟수,관련명사,요가쿠아 등장횟수,관련서술어,인요가 등장횟수,관련명사,인요가 등장횟수,관련서술어,자이로토닉 등장횟수,관련명사,자이로토닉 등장횟수,관련서술어,재즈댄스 등장횟수,관련명사,재즈댄스 등장횟수,관련서술어,점핑피트니스 등장횟수,관련명사,점핑피트니스 등장횟수,관련서술어,조깅 등장횟수,관련명사,조깅 등장횟수,관련서술어,주짓수 등장횟수,관련명사,주짓수 등장횟수,관련서술어,줌바 등장횟수,관련명사,줌바 등장횟수,관련서술어,크로스핏 등장횟수,관련명사,크로스핏 등장횟수,관련서술어,키네시스 등장횟수,관련명사,키네시스 등장횟수,관련서술어,타바타 등장횟수,관련명사,타바타 등장횟수,관련서술어,탱고 등장횟수,관련명사,탱고 등장횟수,관련서술어,트램폴린 등장횟수,관련명사,트램폴린 등장횟수,관련서술어,파운드핏 등장횟수,관련명사,파운드핏 등장횟수,관련서술어,패들보드 등장횟수,관련명사,패들보드 등장횟수,관련서술어,패들핏 등장횟수,관련명사,패들핏 등장횟수,관련서술어,펜싱 등장횟수,관련명사,펜싱 등장횟수,관련서술어,폴댄스 등장횟수,관련명사,폴댄스 등장횟수,관련서술어,플라잉 등장횟수,관련명사,플라잉 등장횟수,관련서술어,플라잉요가 등장횟수,관련명사,플라잉요가 등장횟수,관련서술어,플라잉필라테스 등장횟수,관련명사,플라잉필라테스 등장횟수,관련서술어,필라테스 등장횟수,관련명사,필라테스 등장횟수,관련서술어,필록싱 등장횟수,관련명사,필록싱 등장횟수,관련서술어,하타요가 등장횟수,관련명사,하타요가 등장횟수,관련서술어,핫요가 등장횟수,관련명사,핫요가 등장횟수,관련서술어,헬스 등장횟수,관련명사,헬스 등장횟수,관련서술어,힙레 등장횟수,관련명사,힙레 등장횟수,관련서술어
12,핏,2,들어와야,12,핏,2,들어와야,45,인검,7,봅니다,69,감사,12,입니,103,근력,14,만나,53,트,8,좋고,36,상고대,8,다양한,61,금요일,9,궁금하신,75,장,13,편하게,105,겨울,13,역다어,50,거,7,되면,66,레오타드,9,먹고,85,강사,13,받아,67,개인,9,찍어,160,대봉동,17,어렵지,142,목동,12,뵐,96,경력,13,신나게,55,취미,7,줍,53,모임,9,웃으면서,75,생각,12,입니당,50,셋,9,쏘,56,친구,8,할수,43,골프,8,맛있는,84,감사,16,들이,76,배송,11,참,42,사진,8,하며,75,셀카,12,합시다,96,석,14,새로운,86,생활,9,꾸,11,딩,2,바쁘다,4,방송,1,되,38,그래퍼,6,받으세요,73,것,9,들의,2,일본,1,느끼고,61,등,10,와,27,겨울,3,느낄,121,이,20,아니라,76,새해,9,건강하게,83,부산,10,즐거운,84,겨울,16,신나고,46,게,9,새로운,54,소통,7,않도록,38,내,6,쓰,49,케틀,8,만나기,58,펫,8,필요한,97,회관,10,빼고,45,다이어트,10,만들어,63,점,10,신남,61,오전,7,좋다,71,회원,9,챌,1,코어,,,48,부탁,6,힘든,59,협회,9,아닌,77,퍼퓸,11,갖지,67,새해,10,하시는게,61,기구,9,했는데,1,동운,,,69,회원,8,하구,89,시타,15,같아요,83,데일리,10,멋진,45,바이러스,7,하는데,46,바디,6,따라
12,근력,2,되지만,12,근력,2,되지만,45,실업,7,검도수련,68,핏,12,하셔서,101,트레이너,14,될,52,채널,8,나를,35,가능,8,있었다,60,왕,9,예쁜,74,발레,13,하겠습니다,105,촌동,13,합시다,50,사랑,7,춤추기,65,관리,9,했더니,85,라인,12,만든,67,모임,9,하며,158,레벨,17,보셨나요,142,스킬,12,뛰자,94,끝,13,하면서,55,글러브,6,가서,52,브래그,9,달려가겠습니다,73,타워,12,감사한,50,사이클링,9,했는데,55,속,8,되면,43,주,8,되,84,지도자,16,나누는,75,디,11,새로운,42,유아,8,힘들다,74,상담,12,되며,96,산체,13,보내시고,86,반,9,대,11,토요일,2,나도,4,알맹이,1,했는데요,38,곳,6,가,73,피트,9,편하게,2,팀,1,해야지,60,장,10,즐거운,27,대회,3,가더,119,직장,20,했어요,75,모던,9,보내시고,82,감사,10,있었던,84,워크,16,쉽고,45,미국,9,어떻게,54,소독,7,하며,37,그룹,6,하셔야죠,48,식단,8,힘들다,58,등,8,귀여워,96,거,10,힘들다,45,선물,10,있던,62,듀,10,신나고,61,포인트,7,까,69,곳,9,만나,1,밸런스,,,47,초등,6,함께한,58,감사,9,높은,76,거,11,않는다,66,소마,10,돼요,61,주제,9,아니라,1,체어,,,66,번,8,있다,89,여자,15,가하는,83,휘트,10,늦은,45,센터,7,챙겨,44,호머,6,끝나고
12,체형,2,고마워용,12,체형,2,고마워용,44,반,7,쓰고,68,소도구,12,둔,100,클래스,13,기대하셔도,51,낙원,8,편안한,35,전,8,갬,60,행복,9,아시나요,74,연휴,12,오는,104,프로,13,해주세요,49,블랙,6,본,64,강사,9,미,85,피티,12,보니,67,소통,9,입고,158,힐링,17,새롭게,140,핏,12,어렵거나,94,데이,13,받고,54,땀,6,마시고,51,것,9,아파,73,장,12,입니,50,후,9,젊은,55,플레이스,8,고마워,43,딩,8,소중한,83,마음,16,쉽게,74,백선엽,11,입고,42,강사,8,꾸,74,유산소,12,신나는,96,페스타,13,얼리,86,골프,9,해주신,11,파라다이스,2,터지는,4,관절,1,있으신,37,겨울,6,대더,72,지도자,9,넘나,2,언,1,모르는,58,피닝,10,있을,27,정진영,3,있었다,119,서창,20,얼라이,75,여자,9,느껴,82,과정,10,하지,83,생각,15,유명한,45,헬린,9,가고,53,무료,7,하면서,37,이벤트,6,있다,48,등,8,입으면,57,전,8,하겠습니다,96,레슨,10,좋아,44,공부,10,봐,62,날,10,타는,60,선생,7,하면,69,카버,9,즐겁게,1,이것,,,47,국제,6,해야,57,기록,9,바라는,76,처인구,11,자유롭게,65,게,10,소소한,60,조화,9,해보세요,1,스프링보드,,,66,것,8,빠져,89,후,14,만나요,83,벤트,10,시원하게,45,끝,7,아니라,44,드,6,반하게
12,안산,2,넘,12,안산,2,넘,44,검단,6,부는,67,친구,12,가르치는,99,몸,13,좋습니다,50,수업,8,보실,35,바이러스,8,내린,59,이번,9,출수있으며,74,맛집,12,입니다오,104,여성,12,하시고,49,센,6,있죠,64,최고,9,될,84,광주,12,올바른,66,엔터,9,끝나고,156,김,17,찾아,138,동요,12,하기가,93,마감,13,하시고,54,카톡,6,놀러,51,때,9,한,73,동작,12,원하시면,50,도움,9,나를,54,미군,8,아니라,43,입문,8,했던,82,자격증,15,보내셨나요,73,타투,11,해주세요,42,예매,8,좋다,73,운영,12,먹는,96,벨라,13,끝나고,85,친구,9,멋진,11,서울,2,좋아,4,관절염,1,있다고,37,우리,6,어떤,71,협회,9,할수,2,끝,1,했고,57,무인,10,한다,27,중,3,입고,119,주차,20,작은,74,잉고,9,보면,82,신촌,10,하면서,83,무릎,15,치뤄지는,44,설날,9,나를,53,원주,7,좋다,36,손,6,부라주,47,카페,8,어떤,57,워커힐,8,놓치지,96,무산소,10,가서,44,파닉스,10,할수,60,저희,10,놀아,59,주말,7,젊,69,팔,9,만들어,1,리더스,,,47,그룹,5,많으셨습니다,57,이벤트,8,있다,75,이벤트,11,가도록,65,핏,10,좋아,59,근처,9,들어,1,선팔,,,64,시작,8,봅시다,88,석,14,편안하게,81,오픈,10,하시고,45,쿼트,7,쓰고,43,페스티벌,6,예쁜
11,선생,2,있어,11,선생,2,있어,43,팀,6,했지만,66,카톡,11,만들고,99,유산소,13,많아진,49,하나,8,해주셔서,35,골프,8,넘,59,수강,9,떨어졌다,73,주세요,12,줍니다,103,멀티,12,가볍게,49,콩,6,잊지,63,에르메스,9,입으실,84,죽동,12,했는데,66,테,9,되니,154,교,16,듣는,136,샵,12,힘드신가요,92,줌,13,해보세요,54,번,6,알기에,51,단체복,8,해보세요,72,전화,12,넘,49,클래스,9,추운,54,부대,8,살세라,42,추천,8,싶은데,81,동요,15,가,72,소통,10,보는,42,수업,7,는,72,전,12,높은,96,시타,13,썬,84,지역,9,할수,11,줌,2,만나다,4,초점,1,내려가서,37,킹,6,좋다,71,이벤트,9,쾌적한,2,실크,1,그립다,56,테라,9,하다,27,몸,3,넘,116,경희대,20,부드럽고,74,짐코리,9,들어오셔서,81,주세요,10,받으세요,83,남자,15,뛰기만,44,린이,9,뛰면,53,오픈,7,죽전,36,천안,6,해주시길,46,전,8,싫어,56,진행,8,마세요,96,준비,10,있다,44,유아,10,이었다,60,서귀포시,10,되,59,양산,7,하는지,69,부츠,9,서,1,협회,,,47,아들,5,탄,57,만,8,참,75,평택,11,만질,65,쌤,10,없음,57,신논현역,8,대,1,팔로우,,,64,코리아,8,드릴께요,88,산체,14,만나,81,대학교,10,큰,44,감사,7,하였습니다,43,당신,6,쉬는
11,런닝,2,바꾸고자,11,런닝,2,바꾸고자,43,스포츠,6,했어요,66,오전,11,봐요,97,사랑,13,드리겠습니다,49,퍼커션,8,쓰는,34,다음,8,입고,59,모던,9,붙었다,72,근육,12,내쉬는,102,스파링,12,끝나고,48,속,6,즐겨,61,내,9,드릴게요,83,레오타드,12,쑤,66,케이,9,맞춰,153,번,15,즐거운,135,여성,12,망설여지세요,91,등록,13,자다,54,여성,6,힘들고,51,금지,8,하자,71,하타,12,아니라,49,스마트,9,감사하고,53,거,7,했어요,42,카버,8,편하게,80,코어,15,새로운,72,가족,10,행복한,41,바다,7,가능하며,72,맘,12,없,95,소마,13,되,84,웨이트,9,해주세요,10,코오롱,2,즐거운,4,감사,1,했잖아요,37,라이프,6,하는아기,70,코어,8,있고,2,날씨,1,배우고싶다,56,제작,9,않게,27,포트,3,살리고,116,번,20,느린,74,퍼스트,9,풀리,81,개월,10,하시면,83,샵,15,하였으니,44,저녁,8,서,53,앞,6,고마워,35,끝,6,신나고,45,이벤트,8,죽전,56,거,8,참,95,사요,10,달려,44,게,10,있었다,60,대정읍,9,해주신,58,넉,7,궁금하,69,파크,8,될,1,위,,,47,동거,5,해보고,57,주,8,했던,75,공간,11,쓸수는,63,설,9,들은,57,요요,8,하지,1,달,,,63,아카데미,8,하러,88,페스타,14,아름다운,80,필라,10,만들어,43,룩,7,하려고,43,아트,6,건강한
11,점심,2,팠습니다,11,점심,2,팠습니다,43,서울시,6,있다,66,필라,11,정확한,97,시작,13,하여전,48,가능,8,주니수기,34,인생,8,아름다운,59,크리스마스,9,있으며,72,다리,12,와,101,새해,12,쓰,48,이번,6,놀아,61,것,9,마세요,83,동작,12,끝나고,66,유아,9,대,149,야사,15,했었죠,133,전국,12,궁금하세요,91,감사,13,듣는,53,게,6,마세요,50,스트라이크,8,재밌다,70,스트레칭,12,가릴라,48,라이더,9,챌,53,팔,7,춤추고,42,곳,8,하게,80,과정,15,될,71,카톡,10,하다,41,아침,7,쑨,72,사람,11,올려,95,번지,13,해야,82,글로벌,9,어려운,10,포,2,비싸,4,지도자,1,본이,37,익산,6,힘들다,70,즈,8,독한,2,바,1,대단한,56,상품,9,하시면,26,일시,3,하고나면,115,사트바,20,온전히,73,오픈,9,내자이로,80,초보,10,편리하게,83,종점,15,즐겨주세요,43,만,8,나도,53,호,6,강한,35,월일,6,보니,45,벨,8,강한,56,한남동,7,있는데,93,가빈,10,예쁜,43,디아,9,먹고,60,서귀포,9,보세요,58,쌤,7,만나요,69,화이트,8,좋고,1,홍천강,,,47,동락,5,어떤,57,대표,8,보니,75,선물,11,해주세요,63,설치,9,찐,56,체중,8,하시게,1,프로젝트,,,62,싱강,8,받으세요,88,벨라,14,않게,80,비크람,10,들이,42,몸매,6,커,43,키네시스,6,왔던
11,마무리,2,가고,11,마무리,2,가고,43,정부,6,했던,66,벤트,11,맛있는,94,짐,13,신통합,48,사진,8,했지만,34,하산,8,갔다,59,라인,9,대,71,오전,12,한다,100,체력,12,써,48,앵,6,봐요,61,강남,9,알려,81,것,12,하면서,65,상담,9,새로운,149,플로우,15,들어오는,131,워크,12,않습니다,90,나,12,들은,51,관리,6,단련,50,셔츠,8,될,69,연휴,12,큰,48,코리아,9,했던,53,감사,7,남은,42,만,8,재밌게,79,나,14,주세용,69,선수,10,할수,40,출장,7,힘든,71,주,11,들에게,93,후,13,유연하게,82,달,9,했어,10,렉스,2,시원하게,4,과정,1,갖춘,36,사람,6,즐겁게,70,선물,8,빠집니다,2,리얼,1,보고싶다,55,바,9,는,26,플로팅,3,하셨습니다,113,건강,20,평온한,73,청담동,9,하셔서,80,참여,10,배우기,82,앞,15,맛있는,43,달,8,없다,52,산주,6,떼라,35,선생,6,오셔서,44,파워리프팅,7,하는데,55,견사,7,예쁜,93,파트너,10,둔,43,기초,9,신나게,60,남자,9,따라,57,포카리,7,센,68,줄,8,찍고,1,아버지,,,47,다이어트,5,해주세요,56,힘,8,없어서,74,대구,11,가본,61,끝,9,오셔서,56,사진,8,큰,1,보정,,,62,감사,8,서,88,사람,14,쉽게,79,교육,10,이쁜,42,티,6,꾸준함이답이다,43,싱잉,6,고맙습니다
11,프로필,2,무침,11,프로필,2,무침,42,유아,6,먹자,64,스트레칭,11,쾌적한,92,창원,13,되찾고싶으,48,제작,8,하면서,34,반,8,넘나,58,여기,9,하시면,70,카톡,12,시켜,100,타바타,12,대,47,스터디,6,어느새,61,연습,9,팜,81,성인,12,들의,64,그룹,9,말라,148,젠,15,단단하고,130,전용,12,짜는데,90,자세,12,바른,51,전주,6,재밌는,50,카페,8,받아,69,상담,11,갑니다,47,준비,9,보니,53,일요일,7,있어,41,시즌,8,높은,79,저희,14,가르치는,69,오늘,10,한,40,달,7,편하게,71,호,11,행복한,92,우리,13,도와줘요,81,빌리지,9,고마워,10,것,2,멋진,3,개장,1,좋아,36,아이,6,뛰고,69,감사,8,먹어야죠,2,다이어트,1,말랐어,54,생각,9,클라,25,강,3,짬을내서,111,스튜디오,20,정확한,72,프라이빗,9,아름다,79,여기,9,는,82,캉,15,아님,42,야구,8,남은,52,데일리,6,해보세요,35,팀,6,맞는,43,킥복싱,7,하면서,55,료,7,하다가,91,스트레칭,10,갈,42,데일리,9,보세,60,체력,9,따,57,더블,7,지를,68,스키,8,새로운,1,태진아,,,46,동탄,5,배우는,56,백,8,져,74,압구정,11,하면서,60,관리,9,예뻐지는,56,횟수,8,하는데,1,필터,,,61,조영민,8,따,85,생각,14,된다,79,짐,9,있어서,41,준비,6,탄,42,인생,6,열린
11,전,2,채워,11,전,2,채워,42,도검,6,배웁시다,64,예방,11,했을,91,카톡,13,새롭게,48,헤드,8,왔다,34,덕유산,8,쓰고,58,트레이닝,8,춤추는,70,피트,12,원하시는,100,챔피언,11,싶으신,47,언어,6,했던,61,신청,9,커진,80,친구,12,입고,64,헬스,8,신나는,146,바다,15,갖고있기,117,남자,12,보내며,89,지구,12,않은,50,어린이,6,분시,49,용품,8,하게,69,힘,11,필요한,47,오픈,9,하지,52,중급,7,보면서,41,리조트,8,힘찬,78,내,14,할수있는,68,새해,10,받자,39,망미,7,하자,70,환영,11,찐,88,자세,13,보다,81,내,9,하며,10,야외,2,멋진나를,3,단지,1,눌러,36,트레,6,재밌고,69,링크,8,아니면,2,체험,1,시키면,53,번지,9,보니,25,그린,3,이렇,108,전,20,나아가기,69,연휴,9,해주셔서,78,문의,9,와,82,대회,15,살빼기,42,오랜만,8,늦게,51,최고,6,받아,34,촬영,6,하고있습니다,43,운,7,하겠습니다,55,아침,7,흰,89,체크,10,하러,42,반도네온,9,계신,60,애,9,아는,57,시작,7,두드려,68,파티,8,웃으,1,아들,,,46,소통,5,건지,55,강남,8,편함,73,진행,11,추운,60,무료,9,빈야사,55,육아,7,하셔야,1,올해,,,61,이신정,8,만나,85,제주,14,감사한,78,이용,9,했는데,40,사람,6,맛있게,42,아래,6,배우러
11,수원,2,힘들다,11,수원,2,힘들다,42,전,6,신나게,64,수원,11,같아요,89,과정,13,뵙겠습니다,48,공방,8,보여,34,하루,8,오를,57,시암,8,잊지,68,주말,12,되세요,99,가능,11,디짐,47,교환,6,있고,61,촬영,9,말아야,80,주차,12,마시고,64,직,8,보내고,145,사이드,15,배우셔야죠,117,탄츠,12,짜여진,88,진행,12,쉽게,50,단증,6,넘,49,사람,8,넘,68,대요,11,훌륭한,47,로라,9,한다고,51,사람,7,기를,40,보유,8,하는데,77,소통,14,큰,68,단체,10,해주신,39,마스터,7,만들어,69,진행,11,있다면,85,가능,13,했지만,80,인요,9,맛있는,10,양천,2,하려고,3,안,1,있네요,36,달동,6,와,67,빅,8,안될것처럼,2,데,1,입었,52,날,9,있고,25,래쉬,3,대단한,108,외,19,받으세요,69,움직임,9,아닌,77,수강,9,배울,80,팀,15,아닙니다,42,개,8,하셨습니다,51,내,6,비오,34,대치동,6,와,43,차,7,해주셔서,55,소통,7,보이는,89,옥계,10,와,42,무대,9,했던,59,손,9,없음,55,화이팅,7,입니,67,여자,8,와요,1,루,,,46,남자,5,하지,54,모집,8,입어보고,73,수련,11,넘,60,수원,9,드릴게요,55,자연,7,피지오,1,나,,,60,건강,8,멜,84,힘,14,해주는,78,전용,9,있답니다,40,헬,6,함께하기에,41,우먼,6,했어요
11,수업,2,힘내자,11,수업,2,힘내자,40,바보,6,할까,63,게,11,줍니다,89,피닝,13,아닌,47,이케아,7,들어,34,듯,8,솟,57,개강,8,하게,68,오후,12,간단한,99,카페,11,넘치는,47,특강,6,있으니,60,예고,9,해야,78,카톡,11,따라,64,초등,8,해주십니다,144,최고,15,빨라,117,나,12,알려주며,87,상무,12,춥지만,50,원투,6,신나는,49,추첨,7,없습니다,65,주,11,보면,47,사용,9,보십시오,51,서울,7,보세요,40,눈,8,하면서,77,실력,14,예쁜,67,곳,10,소중한,39,망미동,7,빠짐,69,만,11,어떤,84,어깨,13,하느라,80,인타,9,배도의,10,대표,2,없다,3,거,1,재미있어요,35,파크,6,신나게,65,우리,8,마음먹고,2,스트레스,1,먹을,52,개인,9,부드럽게,24,다이어트,3,입니,108,토요,19,받는,68,근육,9,건강하고,77,누구,9,아름다운,80,산모,15,했어요,42,스포츠,8,따,51,대구,6,다치지,33,제작,6,해주신,43,부평,7,맞춰서,54,요가,7,쉬는,89,싱,10,기르기,41,연말,9,들어,58,둘,9,행복한,55,저녁,7,해주세요,67,맛집,8,놀고,1,때,,,46,사진,5,빠른,53,부산,8,가능한,72,가능,11,자세한,60,행복,9,가건대,54,사람,7,얼리,1,찍,,,58,근력,7,했던,83,후굴,14,있지만,77,것,9,보는,40,대회,6,즐겁고,41,중,6,좋고
11,체험,2,예쁘게,11,체험,2,예쁘게,40,훈련,6,있어,63,소통,10,원하시는,88,이현정,12,찾아,47,시작,7,커,34,개,8,건지,56,주,8,신나게,68,척추,12,피지오,99,오전반,11,미루지,46,서울,6,추고,60,영화,9,되었어요,78,개월,11,크,63,패션,8,어떤,143,탕가,15,비해,116,스튜디오,12,외운,86,석사,12,예쁜,50,아침,6,쓰리,49,감사,7,참,64,수리야,11,해주신,46,대표,8,하면서,49,여기,7,하셨습니다,40,강릉,7,있어서,74,주말,14,보내고,67,감사,10,없음,39,눈썹,7,이었다,68,준비,11,빠른,84,정부,13,익히기,80,부산광역시,9,아니라,10,회원,2,아님,3,영장,1,있더냐,35,처음,6,하며,65,주,8,아닙니다,2,산타,1,챌,51,피,9,싶은,24,행사,3,시르,107,매트,19,인텐,67,것,9,원하는,76,워크,9,아닌,77,쉐이크,15,싫어하시는,42,옷,8,꾸준함,50,부산,6,좋습니다,33,기존,6,배워,43,리폼드,7,가능한,54,나,7,된다,89,닝,9,할수,41,재즈,9,않은,57,몬스터,9,입니다오,55,핫,7,올려,66,시즌,8,아름다,1,폭포,,,45,청담,5,있다,53,한국,8,끌림,71,추천,11,할수,60,복,9,볼까,54,워킹,7,되,1,람,,,58,천,7,잼있는,83,우요,14,바르고,76,사요,9,않았어요,40,개,6,돌아온,41,이후,6,없어
11,팀,2,피곤한,11,팀,2,피곤한,40,국,6,이었습니다,63,유지,10,인해,88,장소,12,소중한,47,구매,7,열린,34,시작,7,싶은,56,남미,8,감사해요,68,선생,12,오셔서,98,니스,11,큰,46,벨,6,오셔서,60,연휴,9,하시면,76,테라,11,찐,63,동탄,8,했는데,143,파워,15,있으며,115,안동,12,다릅니다,86,체형,12,단단,50,서울,6,키울수있는,48,랜덤,7,오셔서,64,요기,11,하셨습니다,45,행복,8,쳐,49,이번,7,이었다,40,호주,7,보면,73,강화,14,하러,67,잼,10,아닌,39,반영구,7,끈수,68,반,11,가능하십니다,82,교육,12,쉬운,80,사상구,8,해보자,10,피트,2,한,3,하이드로,1,받으며,35,벽,6,아름다운,65,아침,8,많아요,2,크로스,1,하던,51,영상,9,좋아하는,23,동호회,3,개운하게,106,에너지,19,가릴라,67,동작,8,올,76,뮤지컬,9,한다,77,칠,15,전화하세요,42,한강,8,인해,50,환영,6,하였습니다,33,연휴,6,하시고,42,호,7,만들고,54,시작,7,긴,88,휘트,9,자세한,41,매주,9,되지,57,파티,9,갈,55,수영,7,나면,66,서귀포,8,고마워,1,강,,,44,나,5,먹,52,데일리,8,믿고,71,마음,11,꾸준히,59,포,9,반하다서,54,교육,7,즐기는,1,소화,,,57,남자,7,좋다,80,사랑,14,고운,75,오늘,9,아니라,40,개월,6,두둑히,41,육,5,즐거웠던
11,밤,2,먹으러,11,밤,2,먹으러,39,행복,6,즐겁다,63,산후,10,원하는,87,번,12,나를,46,심벌,7,되겠습니다,34,끝,7,작은,56,크루,8,해주는,68,광교,12,가릴라,98,후,11,들은,46,영상,6,달려,60,오픈,9,보면,76,설,11,피지오,63,팝핀,8,궁금하신,143,빈,15,튼,115,회원,12,연결해,85,원장,12,업운,50,안산,6,없습니다,48,좌절,7,있다,63,키즈,11,있어서,45,도전,8,아니라,48,수강,7,해보고,40,빈티지,7,해야,73,울산,14,마시고,66,섬수,9,커,38,플,7,되었다,67,이용,11,쨈,81,힘,12,나도,80,동서,8,만나,10,북성,2,는,3,토요일,1,시켜,34,대구,5,하러,64,오전,8,되시면,2,맘,1,열어,51,레깅스,9,주는,23,영장,3,힘든,106,성장,19,기울여,67,때,8,않게,73,수원,9,주는,77,때,15,돌아왔다,41,셀카,8,아파서,49,이벤트,6,하는데,33,청당동,6,드려요,42,클린,7,클라,53,사진,7,아니라,87,박스,9,한다,41,카,9,아시나요,55,선물,9,않은,54,맘,7,는,66,업체,8,떠납니다,1,한강,,,44,여자,5,되었다,52,후,8,한다,69,플,11,지피,59,만,9,챈,53,온난,7,하면서,1,자극,,,56,사랑,7,봐도,80,요기,14,있어서,74,만,9,어떤,40,트,6,모아,41,피트,5,배울
11,삼화,2,샐러,11,삼화,2,샐러,39,겨울,6,할수있는,62,몸매,10,보다,87,경험,12,아름다운,46,리,7,끝나고,34,미세먼지,7,다녀온,54,우리,8,이쁜,66,힘,12,챙김,97,기간,11,미,45,친구,6,배우는,58,티,9,하지,75,연결,11,좋,62,강사,8,있으니,142,사목,14,다릅니다,114,월일,12,더해가며,84,오렌지,12,들어오는,49,천,6,하자,48,핀트,7,없음,63,샵,11,될,45,세트,8,좋다,48,댄서,7,크,39,정개,7,버린,72,핏,14,감사해요,66,앞,9,소소한,38,센텀,7,될,67,트레이닝,11,담아,80,건강,12,쓰지,80,남정,8,보자,9,초점,2,달려,3,주말,1,했어요,34,반스타,5,먹,64,옷,8,정중히,2,오늘,1,나가거든,50,선생,9,느껴,22,바다,3,하셔도,106,힐링,19,오셔서,65,필,8,인해,73,지니,9,맞춰,76,오전,15,있어,41,기,8,확실히,49,목요일,6,신로,33,반,5,아닌,42,끝,7,힘들어,53,체형,7,만나,87,구,9,행복한,41,엄마,9,출수있으며,53,후,9,했어요,53,중,7,이쁘게,65,카페,8,보니,1,듯,,,44,필라테스,5,했는데,51,스트레칭,8,잇,67,천,10,좋고,58,출구,9,만나요,53,스튜디오,7,해봅니다,1,사진,,,56,키즈,7,갔다,78,가능,14,아닌,74,마음,9,가길음,40,번,6,버릴,41,씨,5,멋진
10,중,2,해볼까,10,중,2,해볼까,39,생각,6,즐길수있는,62,장,10,될,87,투,12,들을,46,사용,7,버렸다,33,백록담,7,않아,54,여행지,8,싸,66,번지,12,보면,97,주,11,참,45,전설,6,알차게,58,동작,8,하는데,75,대구,11,하지,61,연휴,8,희,142,비니,14,입니다지,114,줌,12,시켜가는,83,체험,11,재밌는,48,조대,6,참,48,정원,7,갈,62,헬스,11,먹고,45,디,8,와서,47,술,7,자세한,39,강사,7,배워,72,가능,14,피지오,66,커플,9,하면서,38,아이,7,본,67,개,11,크,80,체형,12,감사한,80,보대,8,한다,9,선착순,2,어린,3,반,1,빠른,34,연휴,5,되었다,62,때,8,안됩니다,2,스플릿,1,아니에요,50,집,9,가는,22,태,3,돼요,105,취미,19,맞는,65,키즈,8,맞아,72,졸업,9,해야,76,소모,15,들을,41,회복,8,갬,49,서울,6,보니,33,때,5,하셨던,42,기록,7,대,53,미,7,하러,87,맘,9,받으세요,40,와인,9,떨어졌다,53,수업,9,하지,53,스틱,6,끝나고,65,한강,8,는,1,수고,,,44,어린이,5,해주셔서,51,과정,8,이쁘게,67,후,10,할께요,58,소통,9,만나는,53,화목,7,되겠습니다,1,피티,,,55,공연,7,해주는,76,클래스,14,보려,74,전화,9,보자,40,크로스,6,달려주실거라면,41,명,5,될
